Id,Name,Person_To,Date,Time,Message,Said_Yes,Said_No
3929,Neeraj k,All Participants,"March 2, 2021",11:04:15 AM,ummmmmm -------- just display as is ,0,0
3930,Rain Sung,All Participants,"March 2, 2021",11:04:22 AM,got it,0,0
3931,Neeraj k,All Participants,"March 2, 2021",11:04:25 AM,that long will not work with standalones ,0,0
3932,Rain Sung,All Participants,"March 2, 2021",11:04:42 AM,and I also have errors with hadoop,0,0
3933,Rain Sung,All Participants,"March 2, 2021",11:04:45 AM,and could not tell why,0,0
3934,Rain Sung,All Participants,"March 2, 2021",11:05:25 AM,it just says exit code 143,0,0
3935,Neeraj k,All Participants,"March 2, 2021",11:05:54 AM,yes ,1,0
3936,Rain Sung,All Participants,"March 2, 2021",11:08:35 AM,how should I fix it?,0,0
3937,Neeraj k,All Participants,"March 2, 2021",11:10:16 AM,that's happening because of data conversion ,0,0
3938,Rain Sung,All Participants,"March 2, 2021",11:11:19 AM,What should I do to avoid the issue?,0,0
3939,Neeraj k,All Participants,"March 2, 2021",11:12:45 AM,"umm data conversion, data store",0,0
3940,Neeraj k,All Participants,"March 2, 2021",11:12:59 AM,and also more rdds,0,0
3941,Miguel Angel Garza Robledo,All Participants,"March 2, 2021",11:18:15 AM,"We were having major issues with the two different files that were provided to us, we finally were able to resolve the issue",0,0
3942,Neeraj k,All Participants,"March 2, 2021",11:18:26 AM,like ??,0,0
3943,Miguel Angel Garza Robledo,All Participants,"March 2, 2021",11:19:18 AM,The csv file did not work when trying to parse the data.,0,0
3944,Miguel Angel Garza Robledo,All Participants,"March 2, 2021",11:19:44 AM,It would only work for 0 index and no other values.,0,1
3945,Neeraj k,All Participants,"March 2, 2021",11:21:19 AM,you can explain and talk about that issue ,0,0
3946,Miguel Angel Garza Robledo,All Participants,"March 2, 2021",11:21:48 AM,ok,0,0
3947,Neeraj k,All Participants,"March 2, 2021",11:22:03 AM,do that in the presentation ,0,0
3948,Neeraj k,All Participants,"March 2, 2021",11:22:27 AM,please,0,0
3949,Miguel Angel Garza Robledo,All Participants,"March 2, 2021",11:23:36 AM,sounds good,0,0
3950,Hamza Waseem,All Participants,"March 2, 2021",11:45:44 AM,"@Neeraj, some of the values for my column are being aggregated, and some of them are not. Working on a Spark Session problem. Do you know what the reason could be?",0,0
3951,Neeraj k,All Participants,"March 2, 2021",11:46:48 AM,may be too much of data to the spark,0,0
3952,Neeraj k,All Participants,"March 2, 2021",11:46:56 AM,split the file ,0,0
3953,Neeraj k,All Participants,"March 2, 2021",11:47:21 AM,please note we are working on 1 master and 1 slave and the resouce could get exhausted ,0,0
3954,Hamza Waseem,All Participants,"March 2, 2021",11:47:49 AM,"oh ok, I'll try to do the split and see if that helps. Thanks",0,0
3955,Neeraj k,All Participants,"March 2, 2021",11:48:20 AM,ok,0,0
3956,Sarah Jiang,All Participants,"March 2, 2021",12:04:31 PM,11 out of 13 finished,0,0
3957,Miguel Angel Garza Robledo,All Participants,"March 2, 2021",12:04:31 PM,"we have 8 done, 2 left",0,0
3958,Marc Larock,All Participants,"March 2, 2021",12:04:37 PM,8 done 2 left,0,0
3959,Neeraj k,All Participants,"March 2, 2021",12:04:37 PM,ok,0,0
3960,Neeraj k,All Participants,"March 2, 2021",12:06:36 PM,so by 2 would all your task be done ,0,0
3961,Neeraj k,All Participants,"March 2, 2021",12:06:55 PM,please co-ordinate with your teams and check ?,0,0
3962,Marc Larock,All Participants,"March 2, 2021",12:06:59 PM,checking,0,0
3963,Miguel Angel Garza Robledo,All Participants,"March 2, 2021",12:07:19 PM,"yes, most likely",0,0
3964,Sarah Jiang,All Participants,"March 2, 2021",12:07:37 PM,checking right now,0,0
3965,Marc Larock,All Participants,"March 2, 2021",12:07:41 PM,we can finish by the deadline on 2 pm ET,0,0
3966,Neeraj k,All Participants,"March 2, 2021",12:07:51 PM,ok,0,0
3967,Neeraj k,All Participants,"March 2, 2021",12:07:55 PM,thanks Marc,0,0
3968,Marc Larock,All Participants,"March 2, 2021",12:07:58 PM,sure,0,0
3969,Sarah Jiang,All Participants,"March 2, 2021",12:12:28 PM,Team 1 can most likely finish in time,0,0
3970,Neeraj k,All Participants,"March 2, 2021",12:12:43 PM,"Ok Sarah, noted",0,0
3971,Neeraj k,All Participants,"March 2, 2021",12:12:44 PM,thanks,0,0
3972,Neeraj k,All Participants,"March 2, 2021",12:22:32 PM,"team leads, please update the tracker",0,0
3973,Marc Larock,All Participants,"March 2, 2021",12:28:53 PM,updated,0,0
3974,Neeraj k,All Participants,"March 2, 2021",12:29:39 PM,thanks,0,0
3975,Miguel Angel Garza Robledo,All Participants,"March 2, 2021",12:30:37 PM,"finished, currently uploading and updating",0,0
3976,Sarah Jiang,All Participants,"March 2, 2021",12:30:41 PM,got it tasks all done working on the bells and whistles,0,0
3977,Neeraj k,All Participants,"March 2, 2021",12:30:47 PM,ok,0,0
3978,Neeraj k,All Participants,"March 2, 2021",12:30:55 PM,sure,0,0
3979,Sarah Jiang,All Participants,"March 2, 2021",12:45:11 PM,Everybody just finished everything,0,0
3980,Marc Larock,All Participants,"March 2, 2021",12:45:15 PM,finished,0,0
3981,Sarah Jiang,All Participants,"March 2, 2021",12:45:16 PM,We are good to go,0,0
3982,Miguel Angel Garza Robledo,All Participants,"March 2, 2021",12:45:17 PM,"i'm done, updating status tracker",0,0
3983,Sarah Jiang,All Participants,"March 2, 2021",12:45:34 PM,Got it ,0,0
3984,Miguel Angel Garza Robledo,All Participants,"March 2, 2021",12:45:37 PM,sounds good,0,0
3985,Marc Larock,All Participants,"March 2, 2021",12:45:38 PM,great,0,0
3986,Jacob Sears,All Participants,"March 2, 2021",1:56:17 PM,yes,1,0
3987,Sarah Jiang,All Participants,"March 2, 2021",1:56:18 PM,yes,1,0
3988,Hamza Waseem,All Participants,"March 2, 2021",1:56:25 PM,yes,1,0
3989,Miguel Angel Garza Robledo,All Participants,"March 2, 2021",1:56:31 PM,yes,1,0
3990,Rain Sung,All Participants,"March 2, 2021",1:56:36 PM,sure,0,0
3991,Sarah Jiang,All Participants,"March 2, 2021",1:56:36 PM,yes ,1,0
3992,Rain Sung,All Participants,"March 2, 2021",1:56:45 PM,yes,1,0
3993,Hamza Waseem,All Participants,"March 2, 2021",1:56:47 PM,sure,0,0
3994,Miguel Angel Garza Robledo,All Participants,"March 2, 2021",1:56:58 PM,yes,1,0
3995,Arpit Hasmukhbhai Patel,All Participants,"March 2, 2021",1:57:00 PM,yes,1,0
3996,Marc Larock,All Participants,"March 2, 2021",1:57:53 PM,me!,0,0
3997,Sarah Jiang,All Participants,"March 2, 2021",1:57:54 PM,yes ,1,0
3998,Hamza Waseem,All Participants,"March 2, 2021",1:57:55 PM,yes,1,0
3999,Miguel Angel Garza Robledo,All Participants,"March 2, 2021",1:57:56 PM,me,0,0
4000,Marc Larock,All Participants,"March 2, 2021",1:59:15 PM,do we have a grading rubric,0,0
4001,Sarah Jiang,All Participants,"March 2, 2021",1:59:24 PM,got it,0,0
4002,Sarah Jiang,All Participants,"March 2, 2021",2:00:21 PM,Yes ,1,0
4003,Abtin Khodadadi,All Participants,"March 2, 2021",2:00:48 PM,yes,1,0
4004,Leonardo A Lamboglia,All Participants,"March 2, 2021",2:00:48 PM,yes,1,0
4005,Arpit Hasmukhbhai Patel,All Participants,"March 2, 2021",2:00:50 PM,yes,1,0
4006,Hamza Waseem,All Participants,"March 2, 2021",2:00:50 PM,we can hear you,0,0
4007,Wayne Tam,All Participants,"March 2, 2021",2:00:51 PM,yes,1,0
4008,Jacob Sears,All Participants,"March 2, 2021",2:00:52 PM,yep,0,0
4009,Aaron Alvarez,All Participants,"March 2, 2021",2:01:24 PM,We wrote the questions for Team 3,0,0
4010,Miguel Angel Garza Robledo,All Participants,"March 2, 2021",2:01:40 PM,team 3 wrote for team 2,0,0
4011,Neeraj k,All Participants,"March 2, 2021",2:02:47 PM,"@Marc and team, please listen to the presebtation carefully ",0,0
4012,Marc Larock,All Participants,"March 2, 2021",2:02:57 PM,"Yes, will do.",0,0
4013,Neeraj k,All Participants,"March 2, 2021",2:03:02 PM,and see if you all your requirements are done,0,0
4014,Marc Larock,All Participants,"March 2, 2021",2:03:11 PM,sounds good,0,0
4015,Neeraj k,All Participants,"March 2, 2021",2:04:11 PM,ok,0,0
4016,Hamza Waseem,All Participants,"March 2, 2021",2:05:48 PM,yes,1,0
4017,Jacob Sears,All Participants,"March 2, 2021",2:05:51 PM,yep,0,0
4018,Neeraj k,All Participants,"March 2, 2021",2:14:21 PM,"@Marc and team, you can check and verofy",0,0
4019,Neeraj k,All Participants,"March 2, 2021",2:14:26 PM,verify,0,0
4020,Neeraj k,All Participants,"March 2, 2021",2:14:37 PM,and if you have any questions please ask ,0,0
4021,Marc Larock,All Participants,"March 2, 2021",2:14:55 PM,it looks good to me!,0,0
4022,Marc Larock,All Participants,"March 2, 2021",2:15:02 PM,nice work.,0,0
4023,Abtin Khodadadi,All Participants,"March 2, 2021",2:15:03 PM,yeah looks good,0,0
4024,Marc Larock,All Participants,"March 2, 2021",2:19:53 PM,excellent. just excellent. ,0,0
4025,Marc Larock,All Participants,"March 2, 2021",2:19:59 PM,nice.,0,0
4026,Jacob Sears,All Participants,"March 2, 2021",2:20:07 PM,It all looked good to me as well,0,0
4027,Marc Larock,All Participants,"March 2, 2021",2:20:10 PM,no questions,0,1
4028,Abtin Khodadadi,All Participants,"March 2, 2021",2:20:16 PM,nice work,0,0
4029,Rain Sung,All Participants,"March 2, 2021",2:20:23 PM,me!,0,0
4030,Sarah Jiang,All Participants,"March 2, 2021",2:20:25 PM,its Rain,0,0
4031,Marc Larock,All Participants,"March 2, 2021",2:21:06 PM,we can hear,0,0
4032,Marc Larock,All Participants,"March 2, 2021",2:25:50 PM,nice job! no questions here.,0,1
4033,Marc Larock,All Participants,"March 2, 2021",2:34:46 PM,"great job, sarah! very impressive. no questions here.",0,1
4034,Neeraj k,All Participants,"March 2, 2021",2:37:49 PM,https://docs.google.com/document/d/1j0CdWe0DqxgttwaJtWmUOdSOcv3t7Z3zXLTW5QgQ0fw/edit,0,0
4035,Marc Larock,All Participants,"March 2, 2021",2:49:52 PM,great job! no questions.,0,1
4036,Sarah Jiang,All Participants,"March 2, 2021",2:50:10 PM,yes!,0,0
4037,Jacob Sears,All Participants,"March 2, 2021",2:50:20 PM,"Very thorough Aaron, good job",0,0
4038,Marc Larock,All Participants,"March 2, 2021",2:52:10 PM,Great job!!!! ,0,0
4039,Neeraj k,All Participants,"March 2, 2021",2:52:15 PM,"Sarah, Wayne, Aaron, Rain: Scroll down to the last page of the document - https://docs.google.com/document/d/1j0CdWe0DqxgttwaJtWmUOdSOcv3t7Z3zXLTW5QgQ0fw/edit",0,0
4040,Leonardo A Lamboglia,All Participants,"March 2, 2021",2:52:19 PM,****,0,0
4041,Jacob Sears,All Participants,"March 2, 2021",2:52:21 PM,*******,0,0
4042,Jacob Sears,All Participants,"March 2, 2021",2:52:23 PM,********,0,0
4043,Hamza Waseem,All Participants,"March 2, 2021",2:52:31 PM,Good job everyone,0,0
4044,Miguel Angel Garza Robledo,All Participants,"March 2, 2021",2:52:31 PM,                           *****,0,0
4045,Abtin Khodadadi,All Participants,"March 2, 2021",2:52:37 PM,Nice jobe Team 1,0,0
4046,Sarah Jiang,All Participants,"March 2, 2021",2:52:45 PM,****,0,0
4047,Arpit Hasmukhbhai Patel,All Participants,"March 2, 2021",2:52:46 PM,******,0,0
4048,Sarah Jiang,All Participants,"March 2, 2021",2:52:53 PM,Thank you!,0,0
4049,Neeraj k,All Participants,"March 2, 2021",2:52:59 PM,https://docs.google.com/document/d/1j0CdWe0DqxgttwaJtWmUOdSOcv3t7Z3zXLTW5QgQ0fw/edit,0,0
4050,Marc Larock,All Participants,"March 2, 2021",2:53:34 PM,Team 3,0,0
4051,Abtin Khodadadi,All Participants,"March 2, 2021",2:53:35 PM,Team 3,0,0
4052,Miguel Angel Garza Robledo,All Participants,"March 2, 2021",2:53:44 PM,yes,1,0
4053,Miguel Angel Garza Robledo,All Participants,"March 2, 2021",2:53:57 PM,could  you mention the criteria again?,0,0
4054,Neeraj k,All Participants,"March 2, 2021",2:54:18 PM,Code Quality    40,0,0
4055,,,Documentation    20,,,,
4056,,,Timely Comple    30,,,,
4057,,,Working of code    10,,,,
4058,Miguel Angel Garza Robledo,All Participants,"March 2, 2021",2:54:27 PM,great thank you,0,0
4059,Marc Larock,All Participants,"March 2, 2021",2:55:09 PM,I will,0,0
4060,Marc Larock,All Participants,"March 2, 2021",2:55:14 PM,yes,1,0
4061,Sarah Jiang,All Participants,"March 2, 2021",2:55:31 PM,yes can hear,1,0
4062,Jacob Sears,All Participants,"March 2, 2021",3:00:39 PM,yep,0,0
4063,Neeraj k,All Participants,"March 2, 2021",3:00:59 PM,yes,1,0
4064,Hamza Waseem,All Participants,"March 2, 2021",3:01:00 PM,yes,1,0
4065,Aaron Alvarez,All Participants,"March 2, 2021",3:01:01 PM,yes,1,0
4066,Neeraj k,All Participants,"March 2, 2021",3:02:17 PM,@Marc: Scroll down to the doc https://docs.google.com/document/d/1j0CdWe0DqxgttwaJtWmUOdSOcv3t7Z3zXLTW5QgQ0fw/edit ,0,0
4067,Marc Larock,All Participants,"March 2, 2021",3:02:36 PM,okay.,0,0
4068,Neeraj k,All Participants,"March 2, 2021",3:02:45 PM,Check with the team and give me the ,0,0
4069,,,"Top Learnings, Observations and Important points",,,,
4070,Neeraj k,All Participants,"March 2, 2021",3:02:54 PM,from this task,0,0
4071,Marc Larock,All Participants,"March 2, 2021",3:03:14 PM,sounds good.,0,0
4072,Leonardo A Lamboglia,All Participants,"March 2, 2021",3:04:36 PM,looks good!,0,0
4073,Marc Larock,All Participants,"March 2, 2021",3:06:32 PM,wait.,0,0
4074,Rain Sung,All Participants,"March 2, 2021",3:06:45 PM,me,0,0
4075,Rain Sung,All Participants,"March 2, 2021",3:07:02 PM,i am!,0,0
4076,Miguel Angel Garza Robledo,All Participants,"March 2, 2021",3:10:41 PM,"nice, very interesting Rain!",0,0
4077,Rain Sung,All Participants,"March 2, 2021",3:11:49 PM,Thanks Miguel,0,0
4078,Hamza Waseem,All Participants,"March 2, 2021",3:12:19 PM,online.vinsys.com,0,0
4079,Arpit Hasmukhbhai Patel,All Participants,"March 2, 2021",3:13:47 PM,we don't have that on company laptop,0,0
4080,Arpit Hasmukhbhai Patel,All Participants,"March 2, 2021",3:13:56 PM,try in edge,0,0
4081,Miguel Angel Garza Robledo,All Participants,"March 2, 2021",3:14:03 PM,add the # again maybe?,0,0
4082,Jacob Sears,All Participants,"March 2, 2021",3:25:28 PM,It would be me going next,0,0
4083,Jacob Sears,All Participants,"March 2, 2021",3:26:02 PM,hear ya,0,0
4084,Miguel Angel Garza Robledo,All Participants,"March 2, 2021",3:32:53 PM,absolutely great work for number 1!,0,0
4085,Miguel Angel Garza Robledo,All Participants,"March 2, 2021",3:35:16 PM,"hey mark, could you put yourself on mute",0,0
4086,Marc Larock,All Participants,"March 2, 2021",3:35:57 PM,sorry,0,0
4087,Neeraj k,All Participants,"March 2, 2021",3:41:10 PM,@Miguel: drop  me the scores once done,0,0
4088,Leonardo A Lamboglia,All Participants,"March 2, 2021",3:41:28 PM,looks good!,0,0
4089,Miguel Angel Garza Robledo,All Participants,"March 2, 2021",3:41:38 PM,"@Neeraj, where do you want them",0,0
4090,Miguel Angel Garza Robledo,All Participants,"March 2, 2021",3:41:41 PM,This looks good,0,0
4091,Arpit Hasmukhbhai Patel,All Participants,"March 2, 2021",3:41:43 PM,no questions,0,1
4092,Neeraj k,All Participants,"March 2, 2021",3:42:03 PM,email me a sheet at neeraj.kar555@gmail.com,0,0
4093,Miguel Angel Garza Robledo,All Participants,"March 2, 2021",3:42:14 PM,yes,1,0
4094,Sarah Jiang,All Participants,"March 2, 2021",3:42:47 PM,****,0,0
4095,Aaron Alvarez,All Participants,"March 2, 2021",3:42:48 PM,*******,0,0
4096,Arpit Hasmukhbhai Patel,All Participants,"March 2, 2021",3:42:50 PM,****,0,0
4097,Hamza Waseem,All Participants,"March 2, 2021",3:42:59 PM,****,0,0
4098,Neeraj k,All Participants,"March 2, 2021",3:44:12 PM,@Sarah,0,0
4099,Neeraj k,All Participants,"March 2, 2021",3:44:20 PM,I hope you are listening,0,0
4100,Neeraj k,All Participants,"March 2, 2021",3:44:25 PM,ask questions ,0,0
4101,Sarah Jiang,All Participants,"March 2, 2021",3:44:31 PM,yes ,1,0
4102,Neeraj k,All Participants,"March 2, 2021",3:44:38 PM,and rate them ,0,0
4103,Neeraj k,All Participants,"March 2, 2021",3:44:46 PM,Code Quality    40,0,0
4104,,,Documentation    20,,,,
4105,,,Timely Comple    30,,,,
4106,,,Working of code    10,,,,
4107,Sarah Jiang,All Participants,"March 2, 2021",3:45:05 PM,Got it,0,0
4108,Neeraj k,All Participants,"March 2, 2021",3:47:39 PM,@Miguel: Please scroll and give ,0,0
4109,,,"Top Learnings, Observations and Important points - Miguel and Team:",,,,
4110,,,https://docs.google.com/document/d/1j0CdWe0DqxgttwaJtWmUOdSOcv3t7Z3zXLTW5QgQ0fw/edit,,,,
4111,Sarah Jiang,All Participants,"March 2, 2021",3:50:33 PM,"To confirm, Did you end up summing?",0,0
4112,Sarah Jiang,All Participants,"March 2, 2021",3:50:37 PM,For 1.a,0,0
4113,Sarah Jiang,All Participants,"March 2, 2021",3:50:55 PM,Why did you choose sum? ,0,0
4114,Sarah Jiang,All Participants,"March 2, 2021",3:51:31 PM,vs something like highest average sum ,0,0
4115,Sarah Jiang,All Participants,"March 2, 2021",3:52:02 PM,Got it ,0,0
4116,Sarah Jiang,All Participants,"March 2, 2021",3:55:31 PM,"Nice job, interesting results, no questions for this Q ***",0,1
4117,Neeraj k,All Participants,"March 2, 2021",3:57:43 PM,"@Leo, Arpit, we will continue with you guys tomorrow",0,0
4118,Arpit Hasmukhbhai Patel,All Participants,"March 2, 2021",3:57:57 PM,Okay,0,0
4119,Neeraj k,All Participants,"March 2, 2021",3:58:07 PM,we start with your presentation tomorrow morning,0,0
4120,Aaron Alvarez,All Participants,"March 2, 2021",3:58:18 PM,Good job on #3 Miguel,0,0
4121,Sarah Jiang,All Participants,"March 2, 2021",3:58:26 PM,Good job no questions,0,1
4122,Leonardo A Lamboglia,All Participants,"March 2, 2021",3:58:54 PM,alrighty,0,0
4123,Neeraj k,All Participants,"March 2, 2021",3:58:54 PM,https://docs.google.com/document/d/1j0CdWe0DqxgttwaJtWmUOdSOcv3t7Z3zXLTW5QgQ0fw/edit,0,0
4124,Marc Larock,All Participants,"March 2, 2021",4:00:34 PM,yes,1,0
4125,Rain Sung,All Participants,"March 2, 2021",4:00:34 PM,yes,1,0
4126,Sarah Jiang,All Participants,"March 2, 2021",4:00:36 PM,yes,1,0
4127,Hamza Waseem,All Participants,"March 2, 2021",4:00:36 PM,yes,1,0
4128,Aaron Alvarez,All Participants,"March 2, 2021",4:00:36 PM,yes,1,0
4129,Miguel Angel Garza Robledo,All Participants,"March 2, 2021",4:00:36 PM,yes,1,0
4130,Arpit Hasmukhbhai Patel,All Participants,"March 2, 2021",4:00:36 PM,yes,1,0
4131,Jacob Sears,All Participants,"March 2, 2021",4:00:38 PM,yes,1,0
4132,Sarah Jiang,All Participants,"March 2, 2021",4:01:37 PM,should I send the evals to you tomorrow then Neeraj? Cause they didn't get a chance to finish,0,0
4133,Marc Larock,All Participants,"March 2, 2021",4:01:41 PM,okay.,0,0
4134,Miguel Angel Garza Robledo,All Participants,"March 2, 2021",4:01:44 PM,thank you,0,0
4135,Hamza Waseem,All Participants,"March 2, 2021",4:01:46 PM,thank you,0,0
4136,Abtin Khodadadi,All Participants,"March 2, 2021",4:01:48 PM,thank you,0,0
4137,Leonardo A Lamboglia,All Participants,"March 2, 2021",4:01:50 PM,ave a good day!,0,0
4138,Sarah Jiang,All Participants,"March 2, 2021",4:01:52 PM,"Got it, thanks!",0,0
4139,Super User 040,All Attendees,"February 19, 2021",9:04:12 AM,"Can some check with Abtin and Keer sun, Will they be joining?",0,0
4140,Rain Sung,All Participants,"February 19, 2021",9:05:19 AM,seems like Keer is already here,0,0
4141,Super User 040,All Attendees,"February 19, 2021",9:05:33 AM,"Yes, Thank you.",0,0
4142,Super User 040,All Participants,"February 19, 2021",9:09:35 AM,"Hello Everyone, Happy Morning and welcome to the session.",0,0
4143,Super User 040,All Participants,"February 19, 2021",9:10:29 AM,Yes,1,0
4144,Hamza Waseem,All Participants,"February 19, 2021",9:10:30 AM,yes,1,0
4145,Sarah Jiang,All Participants,"February 19, 2021",9:10:30 AM,yes,1,0
4146,Marc Larock,All Participants,"February 19, 2021",9:10:31 AM,yes,1,0
4147,Jacob Sears,All Participants,"February 19, 2021",9:10:31 AM,yes,1,0
4148,Aaron Alvarez,All Participants,"February 19, 2021",9:10:32 AM,yes,1,0
4149,Abtin Khodadadi,All Participants,"February 19, 2021",9:10:33 AM,yes,1,0
4150,Arpit Hasmukhbhai Patel,All Participants,"February 19, 2021",9:10:33 AM,yes,1,0
4151,Neeraj K,All Participants,"February 19, 2021",9:11:13 AM,https://drive.google.com/drive/u/0/folders/1slxniVsgqruDulGCMxnrocg_gvCV-NK0,0,0
4152,Sarah Jiang,All Participants,"February 19, 2021",9:12:25 AM,yes,1,0
4153,Aaron Alvarez,All Participants,"February 19, 2021",9:12:26 AM,yes,1,0
4154,Arpit Hasmukhbhai Patel,All Participants,"February 19, 2021",9:12:31 AM,yes,1,0
4155,Jacob Sears,All Participants,"February 19, 2021",9:12:37 AM,yes,1,0
4156,Leonardo A Lamboglia,All Participants,"February 19, 2021",9:12:38 AM,no,0,1
4157,Hamza Waseem,All Participants,"February 19, 2021",9:12:41 AM,yes,1,0
4158,Miguel Angel Garza Robledo,All Participants,"February 19, 2021",9:12:45 AM,no still getting,0,1
4159,Marc Larock,All Participants,"February 19, 2021",9:13:19 AM,got it,0,0
4160,Miguel Angel Garza Robledo,All Participants,"February 19, 2021",9:13:24 AM,done,0,0
4161,Leonardo A Lamboglia,All Participants,"February 19, 2021",9:13:46 AM,yes,1,0
4162,Miguel Angel Garza Robledo,All Participants,"February 19, 2021",9:14:16 AM,yes,1,0
4163,Abtin Khodadadi,All Participants,"February 19, 2021",9:14:27 AM,I did,0,0
4164,Miguel Angel Garza Robledo,All Participants,"February 19, 2021",9:15:00 AM,yes,1,0
4165,Hamza Waseem,All Participants,"February 19, 2021",9:15:01 AM,yes,1,0
4166,Jacob Sears,All Participants,"February 19, 2021",9:15:15 AM,"I see it, yes",1,0
4167,Leonardo A Lamboglia,All Participants,"February 19, 2021",9:15:20 AM,yes,1,0
4168,Aaron Alvarez,All Participants,"February 19, 2021",9:16:02 AM,yes,1,0
4169,Sarah Jiang,All Participants,"February 19, 2021",9:16:02 AM,yes,1,0
4170,Leonardo A Lamboglia,All Participants,"February 19, 2021",9:16:02 AM,3,0,0
4171,Arpit Hasmukhbhai Patel,All Participants,"February 19, 2021",9:16:03 AM,yes,1,0
4172,Jacob Sears,All Participants,"February 19, 2021",9:16:04 AM,yes,1,0
4173,Hamza Waseem,All Participants,"February 19, 2021",9:16:04 AM,yes,1,0
4174,Miguel Angel Garza Robledo,All Participants,"February 19, 2021",9:16:04 AM,your mic is catching your breathing a bit ,0,0
4175,Miguel Angel Garza Robledo,All Participants,"February 19, 2021",9:16:06 AM,yes,1,0
4176,Abtin Khodadadi,All Participants,"February 19, 2021",9:16:06 AM,yes 3hrs,1,0
4177,Marc Larock,All Participants,"February 19, 2021",9:16:06 AM,yes,1,0
4178,Marc Larock,All Participants,"February 19, 2021",9:16:27 AM,yes,1,0
4179,Hamza Waseem,All Participants,"February 19, 2021",9:18:06 AM,yes,1,0
4180,Arpit Hasmukhbhai Patel,All Participants,"February 19, 2021",9:18:09 AM,yes,1,0
4181,Hamza Waseem,All Participants,"February 19, 2021",9:20:40 AM,yes,1,0
4182,Sarah Jiang,All Participants,"February 19, 2021",9:20:41 AM,yes,1,0
4183,Aaron Alvarez,All Participants,"February 19, 2021",9:20:41 AM,yes,1,0
4184,Marc Larock,All Participants,"February 19, 2021",9:20:42 AM,yep,0,0
4185,Rain Sung,All Participants,"February 19, 2021",9:20:42 AM,ye,0,0
4186,Miguel Angel Garza Robledo,All Participants,"February 19, 2021",9:20:43 AM,so to confirm 2 screenshots for the first part and then the six scripts?,0,0
4187,Jacob Sears,All Participants,"February 19, 2021",9:20:47 AM,yep,0,0
4188,Miguel Angel Garza Robledo,All Participants,"February 19, 2021",9:21:37 AM,"for the scripts, you need screenshots as well?",0,0
4189,Miguel Angel Garza Robledo,All Participants,"February 19, 2021",9:21:57 AM,"ok, just the file, thank you",0,0
4190,Miguel Angel Garza Robledo,All Participants,"February 19, 2021",9:22:09 AM,yes,1,0
4191,Rain Sung,All Participants,"February 19, 2021",9:24:04 AM,"so for number 1-6, do we just need a screen shot of the result?",0,0
4192,Miguel Angel Garza Robledo,All Participants,"February 19, 2021",9:24:19 AM,"@Rain, just the file you make",0,0
4193,Hamza Waseem,All Participants,"February 19, 2021",9:24:51 AM,yes,1,0
4194,Sarah Jiang,All Participants,"February 19, 2021",9:24:51 AM,Yes,1,0
4195,Marc Larock,All Participants,"February 19, 2021",9:24:54 AM,yes,1,0
4196,Arpit Hasmukhbhai Patel,All Participants,"February 19, 2021",9:24:55 AM,yes,1,0
4197,Miguel Angel Garza Robledo,All Participants,"February 19, 2021",9:25:02 AM,yes,1,0
4198,Sarah Jiang,All Participants,"February 19, 2021",9:25:27 AM,yes,1,0
4199,Miguel Angel Garza Robledo,All Participants,"February 19, 2021",9:25:57 AM,ok,0,0
4200,Leonardo A Lamboglia,All Participants,"February 19, 2021",9:35:14 AM,"Is it total profit achieved, Per Region?",0,0
4201,Leonardo A Lamboglia,All Participants,"February 19, 2021",9:35:26 AM,for the first job,0,0
4202,Neeraj K,All Participants,"February 19, 2021",9:35:50 AM,yes ,1,0
4203,Neeraj K,All Participants,"February 19, 2021",9:38:59 AM,ok,0,0
4204,Miguel Angel Garza Robledo,All Participants,"February 19, 2021",9:49:22 AM,yes,1,0
4205,Leonardo A Lamboglia,All Participants,"February 19, 2021",9:49:24 AM,yes,1,0
4206,Aaron Alvarez,All Participants,"February 19, 2021",9:49:24 AM,yes,1,0
4207,Hamza Waseem,All Participants,"February 19, 2021",9:49:24 AM,yes,1,0
4208,Jacob Sears,All Participants,"February 19, 2021",9:49:24 AM,yes,1,0
4209,Miguel Angel Garza Robledo,All Participants,"February 19, 2021",9:50:01 AM,how?,0,0
4210,Miguel Angel Garza Robledo,All Participants,"February 19, 2021",9:50:20 AM,nvm,0,0
4211,Rain Sung,All Participants,"February 19, 2021",9:50:35 AM,just turn on the camera?,0,0
4212,Neeraj K,All Participants,"February 19, 2021",9:50:43 AM,you have an option there beside your name in the participant list ,0,0
4213,Leonardo A Lamboglia,All Participants,"February 19, 2021",9:52:43 AM,"Descending alphabetical order, or descending numerical order",0,0
4214,Neeraj K,All Participants,"February 19, 2021",9:53:25 AM,"since its profit, decending numerically",0,0
4215,Leonardo A Lamboglia,All Participants,"February 19, 2021",9:53:35 AM,And do we need to run the scripts in the Hadoop ecosystem and locally?,0,0
4216,Neeraj K,All Participants,"February 19, 2021",9:55:00 AM,both,0,0
4217,Neeraj K,All Participants,"February 19, 2021",9:55:10 AM,hadoop on priority,0,0
4218,Neeraj K,All Participants,"February 19, 2021",10:01:22 AM,you can display a list - highest on top,0,0
4219,Keer Sun,All Participants,"February 19, 2021",10:03:18 AM,hi I can't get the file from docs ,0,0
4220,Neeraj K,All Participants,"February 19, 2021",10:04:16 AM,which file Keer ?,0,0
4221,Keer Sun,All Participants,"February 19, 2021",10:04:25 AM,the csv,0,0
